muestra;grad;or_R;pend_c;tipo_roca;or_L;exp;sup;pend;piso;ORNS_L;ORNS_R;paj;roc;arb;so;mg;rast;ces;alt;Lichen_cover;Moss_cover;Rock_cover;A_altoandina;A_lorentzii;Acarospora_sp1;Acarospora_sp2;B_aethalea;B_aff_aethalea;B_concinna;B_dispersa;B_sulphurea;B_tellulata;B_tesserata;B_umbrina;Buellia_sp1;C_carneopruinata;C_chlorina;C_cinnabarina;C_sideritis;C_esteril;C_fimbriata;C_melanopoda;C_pyxidata;C_symphocarpa;Cladonia_sp;C_vitellina;Catillaria_sl;D_bisporus;D_diacapsis;D_muscorum;D_scruposus;D_oreina;D_pavonii;Dictyonema_sp;F_caperata;F_haysomii;F_papilosa;H_badia;H_breverhiza;H_dentella;H_intercalanda;H_leucomela;H_longiloba;H_revoluta;H_rhabdiformis;Hy_badia;H_fenzlianum;H_obscurata;H_speciosa;L_farinosa;L_granulosula;L_laboriosa;L_rupicola;Lecidea_sp;Lecidea_sp2;Lepraria_amarilla.1;Lepraria_lobulada;Lepraria_sp1;Lepraria_sp2;Leptogium_sp;O_austroamericana;O_parella;P_afrorevoluta;Parmelinopsis_sp;P_bonariensis;P_badia;P_candelarioides;P_colombiana;P_hypoleucites;P_perreticulata;P_punctilla;P_stictica;P_semansiana;P_distincta;P_pustulata;P_dydactila;P_hababianum;P_reticulatum;P_warmingii;P_rupicola;Paraparmelia_sp;P_coriacea;Pertusaria_ap2;Pertusaria_sp2;Pertusaria_sp3;Ph_ lobulata;Ph_dubia;Ph_tribacia;Phaeophyscia_sp;Placidium_sp;Psora_sp;Psora_sp.1;R_celastri;R_pilulifera;R_puiggarii;R_confragosa;R_confragosula;R_disporum;R_geographicum;R_inorense;R_obscuratum;R_propagulosum;Rhizocarpon_gris;Rimoso_blanco;S_ramulosum;T_atra;T_nodulifer;U_africana;U_amblyoclada;U_cornuta;U_diuretzi;U_hieronymi;U_krogiana;U_luti;U_polyrrhiza;U_saxidilatata;U_saxydilatata;X_cordillerana;X_cotopaxiensis;X_farinosa;X_hipopsila;X_microspora;X_microsticta;X_mougeoti;X_nefoscelia_sl;X_parietina;X_plittii;X_punctulata;X_santesonii;X_scabrosa;X_submougeotii;X_subtinctina;X_subulcerosa;X_taractica;X_ulcerosa;X_wrightiana;Xanthoparmelia_sp;Xanthoria_sp
T2_1500R15;gigantes;N;vertical;granito;N;157;6;50;1500;-0.866;0.4226;30;20;10;5;20;20;0;1413;22;67;11;0;0.8;0;0;2;0;0;0;0;0;0;3.2;0;0;2.4;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;1.8;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0
T2_1500R16;gigantes;N;vertical;granito;N;162;4.8;50;1500;-0.9848;0.6428;10;40;10;10;5;5;20;1413;58;15;27;0;1.4;0;0;7.2;0;0;0;0;0.4;0;2.6;0;0;13;0;0;3;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2.8;0;0;0;0.6;0;0;0;0.8;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;4;0;0;0;0;0;9.8;0;9.6;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0
T2_1500R4;gigantes;plana;plana;granito;S;150;11.5025;10;1500;0.766;0.9848;10;40;10;40;0;10;0;1424;34;0;66;0;0.6;0;0;0;0;0;0;0;0;0;12.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0
T2_1500R5;gigantes;S;media;granito;N;175;10.23;40;1500;-0.5;-0.1736;5;60;10;10;5;10;0;1432;44;2;54;0;2.4;0;0;0;9.2;0;0;0;0;0;5.4;0;0;0.2;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;7.2;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R1;gigantes;plana;plana;granito;S;177;33.6;5;1500;0;0;5;60;20;40;0;5;0;1431;38;0;60;0;1.6;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R2;gigantes;S;media;granito;N;176;13.3;30;1500;-0.5736;-0.6428;10;60;10;30;0;5;0;1426;21;0;77;0;1.2;0;0;0;1.8;0;0;0;0;0;4;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3.2;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R3;gigantes;S;media;granito;N;127;39.875;40;1500;-0.9397;-0.5;20;10;40;10;10;40;0;1424;30;26;44;0;0.4;0;0;0.8;0;0;0;0;0;0;2.2;0;0;0;0;0;0.6;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R10;gigantes;S;media;granito;N;155;15.75;40;1500;-0.9205;-0.9659;20;60;10;10;1;5;0;1423;76;0;22;0;1.4;0;0;0;3;0;0;0;0;0;11.8;0;0.8;6.2;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;0;0;0;1;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;4.4;0;2.6;0;0;7.6;0;0;0
T2_1500R7;gigantes;plana;plana;granito;N;160;14.76;20;1500;-0.5;-0.9397;10;50;30;5;0;20;0;1424;85;0;17;0;5.6;0;0;0;5.6;0;0;0;0;0;13.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;6.6;0;0;0;8.8;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R8;gigantes;plana;plana;granito;N;157;18.9;20;1500;-1;-0.9205;20;40;30;1;10;10;0;1425;67;0;33;0;1.8;0;0;0;1.4;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0.4;0;0;0;0;0;0;5;0;4.6;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_1500R9;gigantes;plana;plana;granito;N;177;24.84;10;1500;-0.342;-0.9397;20;40;20;5;20;10;0;1433;50;0;50;0;3.4;0;0;0;3.2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;5;0;0;1.8
T2_1500R14;gigantes;N;vertical;granito;N;130;7.106;90;1500;-0.342;0.5446;20;20;30;5;5;20;0;1419;90.6;0;9.4;0;4.6;0;0;0.6;12;0;0;0;0;0;0;0;0;2.8;0;0;3;0;9.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0.8;0;0;0;0;0;0;2.2;0;0;0;0.4;0;0;0;1.4;0;0.4;2.4;0;0;0;0;0.6;0;0;0;3.6;0;0;4;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;3.4;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;7;0;0;0
T2_1500R12;gigantes;S;media;granito;S;107;17.425;30;1500;0.5;-0.766;30;30;20;10;10;20;0;1413;52;8;40;0;1.4;0;0;0;6.8;0;0;0;0;0;2.8;0;0;19;0;0;1.4;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;1.8;0;0;0
T2_1500R13;gigantes;S;media;granito;N;157;5;45;1500;-0.342;-0.9397;40;40;10;5;5;10;0;1415;54;0;46;0;2.4;0;0;0;8.6;0;0;0;0;0;8.6;0;0;6.2;0;0;5.2;0;4.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.8;0;0;0;0;0;2;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2700R10;champa;plana;media;granito;N;140;8.37;40;2700;-0.4226;-0.6428;5;90;0;2;1;5;6;2728;74;0;26;0;0.8;0;0;6.2;0;0;0;0;0;0;14.6;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12.4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.2;0;0;0;0;0;0;6.4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T1_2700R14;champa;plana;media;granito;N;180;8.4;40;2700;-0.6428;-0.9848;8;80;0;10;1;5;5;2762;89;0;11;0;1;0;0;17.6;0;0;0;0;4.6;0;8.2;0;0;0.2;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.6;3.6;0;0;0;4.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;2.4;0;0;0;0.4;0;0;2.2;0;0.4;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_900R6;gigantes;S;media;granito;N;160;16.94;40;900;-0.5;-1;10;60;20;10;10;5;0;901;57;2;39;0;0.6;0;0;0;0;0;0;0;0;0;9.2;0;0;15.8;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.8;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;14.6;0;0;0
T2_900R13;gigantes;plana;plana;granito;S;167;7.2;3;900;0.342;0.9397;10;70;20;5;5;10;0;921;42;0;58;0;0.4;0;0;0;0;0;0;0;0;0;5.6;0;2;6.4;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;8.2;0;0;0;0;0;0;0;0;0;0;0;0;0;6.2;0;0;0
T2_900R15;gigantes;N;media;granito;N;158;9;35;900;-0.9781;0.5;10;80;20;5;5;10;0;928;54;0;46;0;0.4;0;0;0;0;0;0;0;0;0;14;0;1.6;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_900R16;gigantes;N;media;granito;N;145;11.16;35;900;-0.1736;0.5;20;70;20;5;5;5;0;933;58;0;42;0;0.4;0;0;0;0;0;0;0;0;0;4.6;0;0.4;9.4;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;13.8;0;0;0
T2_900R17;gigantes;N;media;granito;N;170;6;40;900;-0.5;0.6428;15;50;20;10;5;10;0;929;30;0;70;0;1;0;0;3.8;0;0;0;0;0;0;6;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0
T2_900R18;gigantes;N;vertical;granito;N;80;21.438;70;900;-0.9848;0.6428;17.5;60;20;7.5;5;7.5;0;930;22.4;0;54;0;0.4;0;0;1.8;0;0;0;0;0;0;0;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;2.2;0;0;1.2;0;0;0;0;0;0;13.4;0;0;0;0;0;0;0.4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2100R13;gigantes;plana;vertical;granito;S;150;57.72;90;2100;0.9397;0.9397;50;60;10;10;10;10;10;2279;74;0;34;0;3;0;0;12.2;0;0;0;0;0;0;0.4;0;0;9.2;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;1.6;0;2.8;5;0;0;0;0;0;0;0;0;0;0;0;2.4;0;0;0;0;0;0;0;0;0;0;4.6;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;3.2;0;0;4.8;0;6.6;0;0;3.4;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2100R14;gigantes;plana;plana;granito;S;170;24.5;20;2100;0.6428;0.6428;5;70;15;10;10;10;0;2257;84;3;15;0;2.4;0;0;0;14.4;0;0;0;0;0;0;0;0;5.4;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;13.6;0;13.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T2_2100R12;gigantes;N;vertical;granito;N;123;12.005;90;2100;-0.866;0.6428;20;10;0;10;10;20;40;2275;82;6.6;11.4;0;0.2;0;0;3.4;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;1.2;0.8;0;0;0;0;0;0;1.4;0;0;0;0;9.2;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;13.8;0;0;0;0;0;0.8;0;0.2;0;3.6;0;0.2;0;0;0;0;0;0;0;0;0;0;0;6.4;0;1.4;0;0;2;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1200R13;condorito;plana;vertical;granito;S;160;7.5;70;1200;0.342;0.766;70;20;10;10;5;5;0;1189;54;0;46;0;3;0;0;0.4;0;0;0;0.4;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0;8.4;0;0;0
T3_1200R12;condorito;S;vertical;granito;S;173;5.76;70;1200;0.8192;0.9986;30;20;20;10;20;20;0;1207;73.8;0;26.2;0;0.6;0;0;3.6;0;0;0;0;0;0;0;0;1.4;1.6;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;3.4;0;0;0;0;0;0;0;0.8;0;1.2;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;7.6;0;11.4;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0
T3_1200R7;condorito;plana;plana;granito;S;175;14.8;10;1200;0.9848;0.342;20;40;30;10;5;20;0;1184;56;8;58;0;0.4;0;0;2;0;0;1.4;0;1.4;0;8.2;0;6.6;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.2;0;0;0
T3_1200R3;condorito;S;vertical;granito;S;157;15.41;80;1200;0.342;0.5;30;60;20;5;0;20;0;1193;72.8;2;48;0;1;0;0;1.2;7.6;0;0.8;0;0;0;7;0;0;11.2;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;2.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;3.2;0;0;2.6;0;0;0;0;0;0;0;3.8;0;0.8;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;3.2;0;7.6;0;0;0;0;0;0;0;0;9.6;0;0;0;0;3.2;0;0;0;0;0;0;0;0;2.2;0;0;0
T3_1200R4;condorito;plana;vertical;granito;N;168;34.2;80;1200;-0.342;0.6428;40;90;5;5;10;5;0;1194;63;9;45;0;2;0;15.2;4.2;0;0;0;0;1.4;0;2.2;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.6;0;9;0.8;0;0;0;0;3.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;4;0;0;0
T3_1200R1;condorito;plana;vertical;granito;N;172;13.91;50;1200;-0.866;-0.866;30;30;20;20;2;20;10;1182;44;14;62;0;1.6;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2.2;0;0;0;0;0;0;0;0;0;5.4;0;0;0;1.8;0;5.2;0;0;0;0;0;0;1.4;1;7.6;0;0;0;0;0;0;0.8;0;0;0;0;0;7.4;2.2;0;0;0
T3_1200R2;condorito;plana;plana;granito;N;168;7.92;5;1200;-0.866;-0.5;20;40;30;5;0;5;0;1191;95.2;0;4.8;0;0.8;0;0;0;0;0;0;0;0;0;1.2;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.8;0;0;0;0;2.6;0;0;0;0;0;1.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18.8;0;0;0
T3_1500R19;condorito;S;vertical;granito;N;102;9.675;83;1500;-0.9659;0.3746;30;60;30;20;20;15;0;1536;82;0;18;0;1.2;2.6;0;3.8;0;0;0;0;3.2;0;1;0;0;2.8;0;0;5.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.2;0;0;0;0;0;0;0;0;1.2;0;0;0;1;0;0;0;0;0;0;5.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.4;0;1.4;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1800R7;condorito;N;vertical;granito;N;137;6.5702;80;1800;-0.866;-1;60;20;10;5;5;10;0;1844;91.4;0.6;8;0;1.6;0;0;1.6;0;0;0;0;0.6;0;0;0;0;1.4;0;0;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2;0.6;0;0;0;0;0;3;0;0;3;0;0;5.2;0;0;0;0;0;0;0;0;0;1;0;2.2;0;0;8.6;0;0;4.6;0;0;0;0;2.8;0;0;0.8;0;0;0;0;0;0;0;0;1;0;2;0;0;0;2;0;8.8;1.2;0;0;0;0;0;0;0;0;0;0;4;0;4.2;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
T3_1800R15;condorito;S;vertical;granito;S;90;33.65;90;1800;0.766;0.5;20;20;10;30;10;20;0;1844;84;2;14;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;5.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.6;3.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0.6;0;0;0;0;7.8;0;0;6.8;0;0;0.8;0;0;0;0;0;0;0;4.2;0;0;0;0.8;0;1.6;0;0;0;0;0;0;0;0;0;0;8.4;4.4;0;6.6;0;0;0;0;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;5.8
