nro;grad;Acarospora_altoandina;Acarospora_lorentzii;Acarospora_sp1;Acarospora_sp2;Buellia_aethalea;Buellia_aff_aethalea;Buellia_aff_sulfurea;Buellia_concinna;Buellia_crema;Buellia_dispersa;Buellia_sp1;Buellia_sulphurea;Buellia_tellulata;Buellia_tesserata;Buellia_umbrina;Caloplaca_aff_chlorina;Caloplaca_cinnabarina;Caloplaca_sideritis;Candelariella_vitellina;Canoparmelia_carneopruinata;Catillaria_sl;Cladonia_esteril;Cladonia_fimbriata;Cladonia_melanopoda;Cladonia_pyxidata;Cladonia_sp;Cladonia_symphocarpa;Cob_líquenes;Cob_musgo;Cob_roca;Pertusaria_sp3;Dictyonema_sp;Dimelaena_oreina;Diploschistes_bisporus;Diploschistes_diacapsis;Diploschistes_scruposus;Diploschystes_diacapsis;Diploschystes_muscorum;Dyctionema_pavonii;Lepraria_amarilla;Estereocaulon_ramulosum;Flavoparmelia_caperata;Flavoparmelia_haysomii;Flavoparmelia_papilosa;Haematomma_fenzlianum;Heterodemia_badia;Heterodermia_leucomela;Heterodermia_obscurata;Heterodermia_sp;Heterodermia_speciosa;Heterotermia_obscurata;Psora_sp;Hypotrachyna_aff_dentella;Hypotrachyna_aff_intercalanda;Hypotrachyna_aff_longiloba;Hypotrachyna_badia;Hypotrachyna_breverhiza;Hypotrachyna_isidiada;Hypotrachyna_laciniada;Hypotrachyna_obscura;Hypotrachyna_revoluta;Hypotrachyna_rhabdiformis;Lecanora_cf_rupicola;Lecanora_farinosa;Lecidea_aff_laboriosa;Lecidea_sp;Lecidea_sp2;Lecidella_granulosula;Lepraria_amarilla;Lepraria_lobulada;Lepraria_verde;Leptogium_sp;Neofuscelia_sp;Ochrolechia_austroamericana;Ochrolechia_parella;Paraparmelia_rupicola;Paraparmelia_sp;Parmelinopsis_afrorevoluta;Parmelinopsis_sp;Parmotrema_aff_bonariensis;Parmotrema_aff_hababianum;Parmotrema_reticulatum;Parmotrema_warmingii;Peltigera_dydactila;Pertusaria_aff_coriacea;Pertusaria_ap2;Pertusaria_beige;Pertusaria_sp2;Phaeophyscia_sp;Physcia_dubia;Physcia_tribacia;Physcia_ lobulata;Placidium_sp;Placomaronea_candelarioides;Placomaronea_negra;Protoparmelia_badia;Psiloparmelia_distincta;Psiloparmelia_pustulata;Psora_sp;Punctelia_aff_hypoleucites;Punctelia_aff_semansiana;Punctelia_colombiana;Punctelia_perreticulata;Punctelia_punctilla;Punctelia_stictica;Ramalina_celastri;Ramalina_cf_pilulifera;Ramalina_aff_puiggarii;Rhizocarpon_cf_inorense;Rhizocarpon_disporum;Rhizocarpon_geographicum;Rhizocarpon_geographicum2;Rhizocarpon_gris;Rhizocarpon_obscuratum;Rhizocarpon_propagulosum;Rhizocarpon_verde;Rimoso_blanco;Rinodina_confragosula;Rinodina_confragosa;Stereocaulon_ramulosum;Teloschystes_nodulifer;Tephromela_atra;Umbilicaria_africana;Umbilicaria_polyrrhiza;Usnea_aff_saxydilatata;Usnea_amblyoclada;Usnea_apoteciada;Usnea_cornuta;Usnea_diuretzi;Usnea_hieronymi;Usnea_krogiana;Usnea_luti;Usnea_saxidilatata;Usnea_sp;Xanthoparmelia_cordillerana;Xanthoparmelia_cotopaxiensis;Xanthoparmelia_farinosa;Xanthoparmelia_hipopsila;Xanthoparmelia_microspora;Xanthoparmelia_microsticta;Xanthoparmelia_mougeoti;Xanthoparmelia_plittii;Xanthoparmelia_punctulata;Xanthoparmelia_santesonii;Xanthoparmelia_scabrosa;Xanthoparmelia_sp;Xanthoparmelia_submougeotii;Xanthoparmelia_subtinctina;Xanthoparmelia_subulcerosa;Xanthoparmelia_sutinctina;Xanthoparmelia_taractica;Xanthoparmelia_ulcerosa;Xanthoparmelia_wrightiana;Xanthoria_parietina;Xanthoria_sp;Xanthorparmelia_microspora;or_roca;ORNS_R;or_R;E;W;exp;L;A;sup;pend;pend_c;tipo_roca;or_ladera;ORNS_L;or_L;paj;roc;arb;so;mg;rast;ces;alt;piso;obs
T4_1500R2;linderos;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;N;20;20;140;4.1;1.4;5.74;90;vertical;gneiss;0;1;S;70;30;0;0;0;5;0;1554;1500;NA
T4_1500R3;linderos;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;230;-0.6428;plana;25;10;145;3.8;2.6;9.88;2;plana;gneiss;310;0.6428;S;45;50;1;0;1;5;0;1546;1500;NA
T4_1500R4;linderos;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;0.9848;S;20;10;150;3.8;1.7;6.46;40;media;gneiss;0;1;S;50;40;10;0;0;5;0;1552;1500;NA
T4_1500R5;linderos;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;330;0.866;plana;8;10;162;4.7;3.6;16.92;18;plana;gneiss;350;0.9848;S;40;60;0;0;0;5;0;1542;1500;NA
T4_1500R6;linderos;;9.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;50;0.6428;S;5;10;165;1.4;3;4.2;40;media;gneiss;20;0.9397;S;60;35;1;2;0;5;0;1533;1500;NA
T4_1500R7;linderos;;7.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;0.5;S;60;5;115;1.1;5;5.5;78;vertical;gneiss;350;0.9848;S;30;70;0;0;0;5;0;1521;1500;NA
T4_1500R8;linderos;;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200;-0.9397;plana;10;15;155;3.9;1.2;4.68;17;plana;gneiss;350;0.9848;S;60;30;3;1;0;5;0;1528;1500;NA
T4_1500R9;linderos;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;-0.6428;N;0;12;168;3.1;3.8;11.78;70;vertical;gneiss;100;-0.1736;N;40;40;0;2;0;10;10;1491;1500;NA
T4_1500R10;linderos;;2.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;N;10;20;150;1.9;3.85;7.315;45;media;gneiss;150;-0.866;N;60;30;5;2;0;5;5;1502;1500;NA
T4_1500R11;linderos;;3.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;-0.5;N;0;20;160;3.2;2;6.4;40;media;gneiss;160;-0.9397;N;60;40;0;0;0;0;0;1509;1500;NA
T4_1500R12;linderos;;4.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;130;-0.6428;plana;0;40;140;3;5.2;15.6;20;plana;gneiss;130;-0.6428;N;35;50;0;2;0;5;10;1508;1500;NA
T4_1500R13;linderos;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300;0.5;S;0;20;160;1.5;5.5;8.25;90;vertical;gneiss;190;-0.9848;N;25;65;5;5;2;5;0;1516;1500;NA
T4_1500R14;linderos;;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;0.866;plana;15;15;150;5.8;2.8;16.24;7;plana;gneiss;10;0.9848;S;25;30;0;0;1;10;30;1458;1500;NA
T4_1500R15;linderos;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;310;0.6428;S;65;15;100;3.9;2.2;8.58;80;vertical;gneiss;60;0.5;S;15;55;0;8;0;15;15;1467;1500;NA
T4_1500R16;linderos;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;N;20;8;152;1.8;6.3;11.34;80;vertical;gneiss;260;-0.1736;N;50;20;0;5;1;25;20;1457;1500;NA
T4_1500R17;linderos;;4.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;N;20;10;150;1.8;3;5.4;40;media;gneiss;260;-0.1736;N;50;20;0;2;1;20;20;1464;1500;NA
T4_1500R18;linderos;;3.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;320;0.766;S;5;5;170;2.6;5.9;15.34;45;media;gneiss;240;-0.5;N;35;50;0;1;1;10;10;1474;1500;NA
T4_900R17;linderos;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;N;10;5;165;6;6.5;39;40;media;gneiss;220;-0.766;N;40;50;0;0;1;20;10;1073;900;NA
T4_900R18;linderos;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180;-1;N;10;5;165;3.7;1.7;6.29;90;vertical;gneiss;240;-0.5;N;30;25;0;0;0;20;25;1064;900;NA
T1_900R1;champa;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150;-0.866;N;0;40;140;2.6;6.2;16.12;90;vertical;granito;200;-0.9397;N;20;10;30;10;10;20;0;943;900;NA
T1_900R2;champa;0;0.8;0;0;5.2;0;0;0;0;0;0;0;0;0;0;2.2;0;0;0.2;0;0;0;0;0;0;1.6;0;78;19;3;0;0;0;0;0;1.2;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;3.2;0;0;0;0;0;0;0;0;5.8;0;0;0;0;0;0;0;0;0;0;7.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;5.6;0;0;0;0;0;0;0;0;0;0;0;0;2.6;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;150;-0.866;N;0;45;135;7;19.2;134.4;80;vertical;granito;160;-0.9397;N;5;5;10;0;5;10;80;943;900;NA
T1_900R4;champa;0;1;0;0;5.4;0;0;0;0;0;0;0;0;4.2;0;3.6;0.8;0;0;0;0;0;0;0;0;0;0;84;2;14;0;0;0;0;0;0;0;0;0;0;0;0;1.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6;0;0;0;0;3.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;220;-0.766;plana;20;5;155;2.5;6.5;16.25;8;plana;granito;300;0.5;S;5;10;10;15;5;10;50;936;900;NA
T1_900R5;champa;0;1;0.4;0;4.4;0;0;0;0;0;0;0;0;3.2;0;2.2;0;0;1.2;0;0;0;0;0;0;0;0;87;0;13;0;0;0;0;0;1.2;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.8;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6;0;0;0;0;0;0;10.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;0;0;12.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;330;0.866;S;10;10;160;3.2;4.7;15.04;70;vertical;granito;310;0.6428;S;10;10;20;5;5;10;30;937;900;NA
T1_1500R2;champa;;0.4;0.4;;;;;3.2;;;;;;;;;5;;4.4;;;;;;;;;69;0;11;;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;;;;;;;6.2;;;;;;;0.6;;;;;;;;;;;;;;;;;1;2;;;;;;;;;;;;;;6.6;3.4;2.4;;;;;;;;;;;;;;;;;;;12.2;;12;;;;;;;;;;;;;;;;0.8;3.8;;;;;;;;;;0.2;;;;30;0.866;S;0;17;163;4;3;12;80;vertical;granito;130;-0.6428;N;0;40;20;20;5;5;0;1554;1500;NA
T1_1500R3;champa;;2;1.2;;3;2;;;;;;;;;;;5;;3.8;;;;;;;;;54;0.4;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;;;;;;;;;;;3.2;;;;;;;;;;;;0.8;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;3;;4.8;;;;;;;;;7.4;;;;;;;;;;;;;;;;;;;;;;20;0.9397;S;0;20;160;1.5;3;4.5;40;media;granito;50;0.6428;S;0;60;15;10;10;20;0;1458;1500;NA
T1_1500R4;champa;;0;0;;3.2;;;;;;;;;;;;;;6.8;;;;;;;;;13;0.8;0;;;;;;0.4;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;0.8;;;;;0.2;;;;;;4.2;;;;;;;;;;;0.4;3.2;;;;;;;1.8;;;;;;;2.8;;1;;;;;;;;;;;;;;;;;;;15;;7.6;;;;;;;;;5.2;;;;;;;0.4;;;;;;;;;;;1;;;;10;0.9848;S;60;10;110;3.5;2.5;8.75;70;vertical;granito;70;0.342;S;0;0;0;16;20;20;0;1458;1500;NA
T1_1500R6;champa;;0.4;;;1.4;;;;;;;;;;;;6.4;;4.6;;;;;;;;;60;0;40;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;10.4;0.6;;0.2;;;;;;;;;;;1;;;;;;;;;;;0.4;;;;;;;;;;;;;;;0.6;;;;;;;;;;;;;;;;;;;;;2.4;;2.6;;;;;;;;;;;;;;;;;;;;;;;;;;;4.8;;;;180;-1;plana;5;0;175;3;3.5;10.5;10;plana;granito;140;-0.766;N;0;70;10;5;5;10;0;1475;1500;NA
T1_1500R7;champa;;1.8;0.4;;;;;;;;;;;;;;3;;1;;;;;;;;;58;0;42;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.2;3;;;;;;;0.4;;;;;;;;;;;;;;;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;5.8;;;;190;-0.9848;plana;10;5;165;3;5;15;5;plana;granito;100;-0.1736;N;0;70;5;5;5;10;0;1480;1500;NA
T1_1500R8;champa;;1;;;;3.2;;;;;;;;;;;8.2;;1.6;;;;;;;;;56;0;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4;2.6;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;;;0.4;;2.2;;;;;;;;;;;;;;;;2.8;;;;200;-0.9397;plana;20;10;150;1.5;5.5;8.25;20;plana;granito;240;-0.5;N;0;60;5;10;0;5;0;1480;1500;NA
T1_1200R4;champa;;1.2;;;4.8;5.6;;;;;;;;1.8;;;10.8;;0.6;;;;;;;;;76;6;20;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;1.2;;;;;;;;;5.6;;;;;;;3.4;;;;;;;1.2;;;;;;;1.4;;;;;;;;;;;;;;;;1;;;0.8;;5;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;11;;;;25;0.9063;S;1;20;159;1;3.5;3.5;40;media;granito;320;0.766;S;0;70;5;10;10;5;10;1301;1200;NA
T1_1200R5;champa;;2;5.4;;;;;;;;;;;;;0.2;;;;;;;;;;;;46;0;54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;;;;;;;9.6;;;;;;;;;;;;;;1.6;;;;2.4;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;3.8;;;;4.4;;0.2;;;;;;;;;;;;;;;;8.4;;;;;;;;;;;;;;;70;0.342;S;0;50;130;2;3.5;7;80;vertical;granito;80;0.1736;S;0;80;0;10;10;5;0;1300;1200;NA
T1_1200R11;champa;;0.4;;;5.4;3;;;;;;;;;;;3.4;;;;;;;;;;;40;46;14;;;;;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;0.6;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;4.4;;;;;;;;;;;;;2.2;;;;;;;;;;;;;;1.2;;;;172;-0.9903;N;20;30;130;1.7;3.5;5.95;45;media;granito;111;-0.3584;N;0;70;15;15;10;10;5;1301;1200;NA
T1_1200R16;champa;;0.8;;;5.6;1.6;;;;;;0.4;;;;;1.4;;;;;;;;;;;40;11;49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;0.4;;;;;;;;;;;;;;;;;;8;;;;;;0.4;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;;0.4;;;;7.6;;;;;;;;;;;1;;;;;;;;;;;;;;;;4.8;;;;180;-1;plana;10;20;150;2;6.2;12.4;10;plana;granito;80;0.1736;S;0;60;10;15;10;10;20;1301;1200;NA
T1_1200R18;champa;;1.2;3;;1.7;6.4;;;;;;;;;;;7.2;;3;;;;;;;;;36;0;64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;;;;1.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;1.4;;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;5.6;;;;350;0.9848;S;5;20;155;3;4;12;40;media;granito;0;1;S;0;60;5;10;10;10;5;1300;1200;NA
T1_2100R10;champa;;0.2;;;1.4;;;;;;;;;;;;2.6;;11.2;;;;;;;;;66;0;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;;2;;;;;;;;;;;;;;;;;1.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.4;;;8.2;;6.8;;;;;;;;;;;;;;;;;5.8;;;;;;;;;;;;;;120;-0.5;plana;2;20;158;3.9;8.4;32.76;5;plana;granito;160;-0.9397;N;5;85;10;2;1;2;0;2073;2100;NA
T1_2100R12;champa;;5.6;3.8;;6.4;;1.4;;;;;;;10;;;1.8;;4;;;;;;;;;77;0;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.2;;;2;;;;;;;;;;;;;;0.2;;;;;;;;;;1.6;;;2.6;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220;-0.766;plana;5;2;173;3.2;6.9;22.08;3;plana;granito;280;0.1736;S;10;40;20;30;5;0;0;2079;2100;NA
T1_2100R13;champa;;0.6;1.4;;6.8;;1.4;;;;;;;;;;5;;4.4;;;;;;;;;84;1;15;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;3;;7;;;;;;;;;;;5.8;;;;;;;1.6;;;4.6;;;;3.2;;;;;;;0.4;;;;;;;;;1.8;;3;;;0.8;;;;;;;;;;0.2;;1.6;;6.4;;6.4;;;0.4;;2;;2.2;;;;;;;;;;;;;2;;;;;;;;;;;190;-0.9848;N;20;35;125;2.5;4.1;10.25;90;vertical;granito;320;0.766;S;2;80;5;8;3;5;2;2073;2100;NA
T1_2100R17;champa;;0.6;;;;;;;;;;;;5;;;4;;5.2;;;;;;;;;50;0;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;0.4;;;;;;;;;;;;;9;;;;;;;;;;;0.6;;;5.8;;0.6;;;;;;;;;2;;;;;;;;2.8;;;;;;;;;1.6;;;;;20;0.9397;plana;0;5;175;7.7;3.5;26.95;8;plana;granito;20;0.9397;S;10;70;10;5;2;3;3;2066;2100;NA
T1_2700R5;champa;0;0;0;0;5.2;14.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0.6;0;0;0;0;0;0;0;0;54;0;46;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7.8;0;0;0;0;0;0;0;0;0;0;1.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14.2;12.8;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;80;0.1736;plana;0;30;150;4;2.6;10.4;20;plana;granito;150;-0.866;N;30;50;5;15;0;25;0;2743;2700;NA
T1_2700R6;champa;0;0;0;0;3.8;9.6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;58;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9.4;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16.4;0.8;0;0;0;0;0;0.4;0;0;1.8;0;0;0;0;0;0;0;0;0.8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;145;-0.8192;plana;0;30;150;6.75;9.1;61.425;7;plana;granito;110;-0.342;N;40;50;0;10;0;30;0;2738;2700;NA
T1_2700R1;champa;;;;;7;10.2;;;;;;;;;;;;;0.8;;;;;;;;;77;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;1.6;;;;;;;;;;;;;;;;;;14.6;2.6;;;;;;;2.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120;-0.5;plana;0;45;135;5.5;2.7;14.85;12.5;plana;granito;90;0;S;20;70;15;5;5;3;0;2601;2700;NA
T1_2700R2;champa;0;0;0;0;0.4;2.8;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;56;0;44;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;6.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.6;0;0;0;0;0;0;0;0;0;3.4;0;0;0;0;0;0;0;0;0.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;70;0.342;plana;0;0;180;6.1;3.8;23.18;40;media;granito;120;-0.5;N;20;80;0;1;7;0;0;2751;2700;NA
