roca,posicion,tcontacto,tinicio,tabs,spp,tmt,tabsparc,tabstot,tini,status_final,status_initial
R27,1_2,6,7,52,P.reticulatum,control_norte,45,46,45,1,1
R27,1_2,10,11,20,P.reticulatum,control_norte,9,10,9,1,1
R27,1_2,13,14,20,P.reticulatum,control_norte,6,7,6,1,1
R27,1_2,39,40,44,P.reticulatum,control_norte,4,5,4,1,1
R27,1_2,45,45,50,P.reticulatum,control_norte,5,5,5,1,1
R27,2_2,6,9,31,U.amblyoclada,control_norte,22,25,22,1,1
R27,2_2,10,12,33,U.amblyoclada,control_norte,21,23,21,1,1
R27,2_2,43,49,90,U.amblyoclada,control_norte,90,90,90,0,0
R27,2_2,52,55,79,U.amblyoclada,control_norte,24,27,24,1,1
R27,2_2,55,57,77,U.amblyoclada,control_norte,20,22,20,1,1
R27,1_3,6,7,9,P.reticulatum,control_norte,2,3,2,1,1
R27,1_3,9,15,19,P.reticulatum,control_norte,4,10,4,1,1
R27,1_3,13,16,24,P.reticulatum,control_norte,8,11,8,1,1
R27,1_3,34,37,41,P.reticulatum,control_norte,4,7,4,1,1
R27,1_3,41,41,45,P.reticulatum,control_norte,4,4,4,1,1
R27,2_3,12,13,57,U.amblyoclada,control_norte,44,45,44,1,1
R27,2_3,18,20,54,U.amblyoclada,control_norte,34,36,34,1,1
R27,2_3,27,29,42,U.amblyoclada,control_norte,13,15,13,1,1
R27,2_3,46,47,74,U.amblyoclada,control_norte,27,28,27,1,1
R27,2_3,49,51,83,U.amblyoclada,control_norte,32,34,32,1,1
R28,1_1,6,19,27,U.amblyoclada,sur_norte,8,21,8,1,1
R28,1_1,10,12,19,U.amblyoclada,sur_norte,7,9,7,1,1
R28,1_1,35,36,43,U.amblyoclada,sur_norte,7,8,7,1,1
R28,1_1,44,45,49,U.amblyoclada,sur_norte,4,5,4,1,1
R28,1_1,55,73,91,U.amblyoclada,sur_norte,18,36,18,1,1
R28,1_2,6,8,50,P.reticulatum,sur_norte,42,44,42,1,1
R28,1_2,12,13,108,P.reticulatum,sur_norte,90,90,90,1,0
R28,1_2,18,22,29,P.reticulatum,sur_norte,7,11,7,1,1
R28,1_2,39,40,62,P.reticulatum,sur_norte,22,23,22,1,1
R28,1_2,43,56,71,P.reticulatum,sur_norte,15,28,15,1,1
R28,1_2,12,29,32,P.reticulatum,sur_norte,3,20,3,1,1
R28,2_2,10,12,21,U.amblyoclada,sur_norte,9,11,9,1,1
R28,2_2,14,17,32,U.amblyoclada,sur_norte,15,18,15,1,1
R28,2_2,19,20,26,U.amblyoclada,sur_norte,6,7,6,1,1
R28,2_2,53,55,61,U.amblyoclada,sur_norte,6,8,6,1,1
R28,2_2,74,90,90,U.amblyoclada,sur_norte,90,90,90,0,0
R28,2_1,6,90,90,P.reticulatum,sur_norte,90,90,90,0,0
R28,2_1,9,14,34,P.reticulatum,sur_norte,20,25,20,1,1
R28,2_1,19,20,25,P.reticulatum,sur_norte,5,6,5,1,1
R28,2_1,22,23,26,P.reticulatum,sur_norte,3,4,3,1,1
R28,2_1,28,30,56,P.reticulatum,sur_norte,26,28,26,1,1
R28,2_3,21,25,44,U.amblyoclada,sur_norte,19,23,19,1,1
R28,2_3,24,28,56,U.amblyoclada,sur_norte,28,32,28,1,1
R28,2_3,28,30,36,U.amblyoclada,sur_norte,6,8,6,1,1
R28,2_3,32,47,65,U.amblyoclada,sur_norte,18,33,18,1,1
R28,2_3,55,58,90,U.amblyoclada,sur_norte,90,90,90,0,0
R29,2_2,7,9,90,P.reticulatum,norte_sur,90,90,90,0,0
R29,2_2,10,11,15,P.reticulatum,norte_sur,4,5,4,1,1
R29,2_2,20,21,30,P.reticulatum,norte_sur,9,10,9,1,1
R29,2_2,34,35,43,P.reticulatum,norte_sur,8,9,8,1,1
R29,2_2,45,45,50,P.reticulatum,norte_sur,5,5,5,1,1
R29,2_2,51,59,63,P.reticulatum,norte_sur,4,12,4,1,1
R30,1_1,7,8,8,P.reticulatum,media_alta,0,1,0,1,1
R30,1_1,17,18,25,P.reticulatum,media_alta,7,8,7,1,1
R30,1_1,20,26,90,P.reticulatum,media_alta,90,90,90,0,0
R30,1_1,39,41,90,P.reticulatum,media_alta,90,90,90,0,0
R30,1_1,46,51,56,P.reticulatum,media_alta,5,10,5,1,1
R30,1_1,56,60,106,P.reticulatum,media_alta,46,50,46,1,1
R30,1_2,8,9,14,U.amblyoclada,media_alta,5,6,5,1,1
R30,1_2,11,12,15,U.amblyoclada,media_alta,3,4,3,1,1
R30,1_2,14,18,21,U.amblyoclada,media_alta,3,7,3,1,1
R30,1_2,18,19,23,U.amblyoclada,media_alta,4,5,4,1,1
R30,1_2,22,22,23,U.amblyoclada,media_alta,1,1,1,1,1
R30,1_2,75,88,114,U.amblyoclada,media_alta,26,39,26,1,1
R30,2_1,11,15,121,P.reticulatum,media_alta,90,90,90,1,0
R30,2_1,18,90,90,P.reticulatum,media_alta,90,90,90,0,0
R30,2_1,22,28,38,P.reticulatum,media_alta,10,16,10,1,1
R30,2_1,38,40,90,P.reticulatum,media_alta,90,90,90,0,0
R30,2_1,51,54,90,P.reticulatum,media_alta,90,90,90,0,0
R30,2_2,6,17,37,U.amblyoclada,media_alta,20,31,20,1,1
R30,2_2,11,16,57,U.amblyoclada,media_alta,41,46,41,1,1
R30,2_2,15,20,48,U.amblyoclada,media_alta,28,33,28,1,1
R30,2_2,73,81,87,U.amblyoclada,media_alta,6,14,6,1,1
R30,2_2,75,76,118,U.amblyoclada,media_alta,42,43,42,1,1
R30,2_2,117,129,187,U.amblyoclada,media_alta,58,70,58,1,1
R30,2_3,6,12,40,U.amblyoclada,media_alta,28,34,28,1,1
R30,2_3,17,46,118,U.amblyoclada,media_alta,72,90,72,1,1
R30,2_3,23,25,30,U.amblyoclada,media_alta,5,7,5,1,1
R30,2_3,28,31,122,U.amblyoclada,media_alta,90,90,90,1,0
R30,2_3,45,46,52,U.amblyoclada,media_alta,6,7,6,1,1
R30,2_3,49,51,59,U.amblyoclada,media_alta,8,10,8,1,1
R30,2_3M,11,90,90,P.reticulatum,media_alta,90,90,90,0,0
R30,2_3M,26,33,73,P.reticulatum,media_alta,40,47,40,1,1
R30,2_3M,35,51,70,P.reticulatum,media_alta,19,35,19,1,1
R30,2_3M,45,69,90,P.reticulatum,media_alta,90,90,90,0,0
R30,2_3M,49,53,57,P.reticulatum,media_alta,4,8,4,1,1
R31,1_1,6,11,16,U.amblyoclada,media_alta,5,10,5,1,1
R31,1_1,9,13,28,U.amblyoclada,media_alta,15,19,15,1,1
R31,1_1,17,25,37,U.amblyoclada,media_alta,12,20,12,1,1
R31,1_1,20,22,41,U.amblyoclada,media_alta,19,21,19,1,1
R31,1_1,50,56,90,U.amblyoclada,media_alta,90,90,90,0,0
R31,1_1,108,90,90,U.amblyoclada,media_alta,90,90,90,0,0
R31,1_2,7,89,92,P.reticulatum,media_alta,3,85,3,1,1
R31,1_2,11,17,34,P.reticulatum,media_alta,17,23,17,1,1
R31,1_2,40,90,90,P.reticulatum,media_alta,90,90,90,0,0
R31,1_2,43,54,115,P.reticulatum,media_alta,61,72,61,1,1
R31,1_2,46,80,90,P.reticulatum,media_alta,90,90,90,0,0
R31,1_3,13,15,20,U.amblyoclada,media_alta,5,7,5,1,1
R31,1_3,18,24,40,U.amblyoclada,media_alta,16,22,16,1,1
R31,1_3,26,54,88,U.amblyoclada,media_alta,34,62,34,1,1
R31,1_3,30,33,46,U.amblyoclada,media_alta,13,16,13,1,1
R31,1_3,65,77,113,U.amblyoclada,media_alta,36,48,36,1,1
R31,2_1,7,7,18,P.reticulatum,media_alta,11,11,11,1,1
R31,2_1,13,29,49,P.reticulatum,media_alta,20,36,20,1,1
R31,2_1,22,25,29,P.reticulatum,media_alta,4,7,4,1,1
R31,2_1,27,32,42,P.reticulatum,media_alta,10,15,10,1,1
R31,2_1,32,44,61,P.reticulatum,media_alta,17,29,17,1,1
R31,2_2,15,20,36,U.amblyoclada,media_alta,16,21,16,1,1
R31,2_2,19,29,87,U.amblyoclada,media_alta,58,68,58,1,1
R31,2_2,70,93,145,U.amblyoclada,media_alta,52,75,52,1,1
R31,2_2,82,90,95,U.amblyoclada,media_alta,5,13,5,1,1
R31,2_2,101,107,117,U.amblyoclada,media_alta,10,16,10,1,1
R31,2_3,11,14,35,P.reticulatum,media_alta,21,24,21,1,1
R31,2_3,17,20,60,P.reticulatum,media_alta,40,43,40,1,1
R31,2_3,22,26,39,P.reticulatum,media_alta,13,17,13,1,1
R31,2_3,26,28,55,P.reticulatum,media_alta,27,29,27,1,1
R31,2_3,57,68,153,P.reticulatum,media_alta,85,90,85,1,1
R32,1_1,13,15,27,U.amblyoclada,media_alta,12,14,12,1,1
R32,1_1,23,87,142,U.amblyoclada,media_alta,55,90,55,1,1
R32,1_1,47,58,98,U.amblyoclada,media_alta,40,51,40,1,1
R32,1_1,94,95,111,U.amblyoclada,media_alta,16,17,16,1,1
R32,1_1,78,80,88,U.amblyoclada,media_alta,8,10,8,1,1
R32,1_2,5,6,14,U.amblyoclada,media_alta,8,9,8,1,1
R32,1_2,9,14,43,U.amblyoclada,media_alta,29,34,29,1,1
R32,1_2,13,14,25,U.amblyoclada,media_alta,11,12,11,1,1
R32,1_2,67,90,90,U.amblyoclada,media_alta,0,23,0,1,1
R32,1_2,70,72,78,U.amblyoclada,media_alta,6,8,6,1,1
R32,1_2,80,82,97,U.amblyoclada,media_alta,15,17,15,1,1
R32,1_3,16,18,63,U.amblyoclada,media_alta,45,47,45,1,1
R32,1_3,21,23,32,U.amblyoclada,media_alta,9,11,9,1,1
R32,1_3,26,51,60,U.amblyoclada,media_alta,9,34,9,1,1
R32,1_3,29,32,54,U.amblyoclada,media_alta,22,25,22,1,1
R32,1_3,103,104,117,U.amblyoclada,media_alta,13,14,13,1,1
R32,2_1,8,19,80,P.reticulatum,media_alta,61,72,61,1,1
R32,2_1,13,22,151,P.reticulatum,media_alta,90,90,90,1,0
R32,2_1,18,22,28,P.reticulatum,media_alta,6,10,6,1,1
R32,2_1,29,63,127,P.reticulatum,media_alta,64,90,64,1,1
R32,2_1,58,74,114,P.reticulatum,media_alta,40,56,40,1,1
R32,2_2,9,10,23,P.reticulatum,media_alta,13,14,13,1,1
R32,2_2,15,90,90,P.reticulatum,media_alta,90,90,90,0,0
R32,2_2,34,36,59,P.reticulatum,media_alta,23,25,23,1,1
R32,2_2,39,90,90,P.reticulatum,media_alta,90,90,90,0,0
R32,2_2,67,78,90,P.reticulatum,media_alta,90,90,90,0,0
R32,2_3,29,54,167,P.reticulatum,media_alta,90,90,90,1,0
R32,2_3,33,36,51,P.reticulatum,media_alta,15,18,15,1,1
R32,2_3,54,121,138,P.reticulatum,media_alta,17,84,17,1,1
R32,2_3,59,67,90,P.reticulatum,media_alta,90,90,90,0,0
R32,2_3,75,81,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_1,14,15,23,P.reticulatum,media_alta,8,9,8,1,1
R33,1_1,40,46,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_1,44,58,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_1,47,52,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_1,74,83,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_3,5,34,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_3,23,36,138,P.reticulatum,media_alta,90,90,90,1,0
R33,1_3,27,58,90,P.reticulatum,media_alta,90,90,90,0,0
R33,1_3,30,39,127,P.reticulatum,media_alta,88,90,88,1,1
R33,1_3,149,159,221,P.reticulatum,media_alta,62,72,62,1,1
R33,2_1,9,90,90,U.amblyoclada,media_alta,90,90,90,0,0
R33,2_1,13,50,138,U.amblyoclada,media_alta,88,90,88,1,1
R33,2_1,21,30,184,U.amblyoclada,media_alta,90,90,90,1,0
R33,2_1,34,37,45,U.amblyoclada,media_alta,8,11,8,1,1
R33,2_1,46,55,61,U.amblyoclada,media_alta,6,15,6,1,1
R33,2_2,27,35,38,P.reticulatum,media_alta,3,11,3,1,1
R33,2_2,38,42,90,P.reticulatum,media_alta,90,90,90,0,0
R33,2_2,56,90,90,P.reticulatum,media_alta,90,90,90,0,0
R33,2_2,68,147,203,P.reticulatum,media_alta,56,90,56,1,1
R33,2_2,86,87,102,P.reticulatum,media_alta,15,16,15,1,1
R34,1_1,15,90,90,P.reticulatum,media_alta,90,90,90,0,0
R34,1_1,24,26,31,P.reticulatum,media_alta,5,7,5,1,1
R34,1_1,45,48,112,P.reticulatum,media_alta,64,67,64,1,1
R34,1_1,48,52,90,P.reticulatum,media_alta,38,42,38,1,1
R34,1_1,52,53,63,P.reticulatum,media_alta,10,11,10,1,1
R34,1_2,5,23,90,U.amblyoclada,media_alta,90,90,90,0,0
R34,1_2,14,28,48,U.amblyoclada,media_alta,20,34,20,1,1
R34,1_2,29,34,58,U.amblyoclada,media_alta,24,29,24,1,1
R34,1_2,48,60,70,U.amblyoclada,media_alta,10,22,10,1,1
R34,1_2,70,79,134,U.amblyoclada,media_alta,55,64,55,1,1
R34,1_3,7,23,124,U.amblyoclada,media_alta,90,90,90,1,0
R34,1_3,13,47,90,U.amblyoclada,media_alta,90,90,90,0,0
R34,1_3,25,30,62,U.amblyoclada,media_alta,32,37,32,1,1
R34,1_3,29,49,110,U.amblyoclada,media_alta,61,81,61,1,1
R34,1_3,50,70,90,U.amblyoclada,media_alta,90,90,90,0,0
R34,2_1,13,15,32,P.reticulatum,media_alta,17,19,17,1,1
R34,2_1,16,17,25,P.reticulatum,media_alta,8,9,8,1,1
R34,2_1,19,51,90,P.reticulatum,media_alta,90,90,90,0,0
R34,2_1,23,25,30,P.reticulatum,media_alta,5,7,5,1,1
R34,2_1,27,46,57,P.reticulatum,media_alta,11,30,11,1,1
R34,2_2,7,26,90,U.amblyoclada,media_alta,90,90,90,0,0
R34,2_2,24,26,90,U.amblyoclada,media_alta,90,90,90,0,0
R34,2_2,28,40,129,U.amblyoclada,media_alta,89,90,89,1,1
R34,2_2,44,124,165,U.amblyoclada,media_alta,41,90,41,1,1
R34,2_2,61,66,103,U.amblyoclada,media_alta,37,42,37,1,1
R34,2_3,9,15,88,P.reticulatum,media_alta,73,79,73,1,1
R34,2_3,13,17,44,P.reticulatum,media_alta,27,31,27,1,1
R34,2_3,19,26,90,P.reticulatum,media_alta,90,90,90,0,0
R34,2_3,43,90,90,P.reticulatum,media_alta,90,90,90,0,0
R34,2_3,46,49,90,P.reticulatum,media_alta,90,90,90,0,0
